"Analysis","Spec","Window","WindowLabel","Condition","ClassLabel","Variable","VariableLabel","Role","VariableOrder","NNonMissing","NEvent","Prevalence"
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","FDSC","Food insecurity","Mediator",4,638,122,0.191222570532915
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","GOVG","No government grant receipt","Mediator",5,638,368,0.576802507836991
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","SCHL","School disengagement","Mediator",8,638,122,0.191222570532916
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","SCSP","Low social support","Mediator",7,638,55,0.0862068965517241
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","VLNC","Violence exposure","Mediator",6,638,207,0.324451410658307
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","DNKA","Alcohol use","Mediator",2,916,301,0.328602620087335
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","DPBN","Depression","Outcome",1,909,51,0.056105610561056
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","ESXC","Ever had sexual intercourse","Mediator",3,894,385,0.430648769574944
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","FDSC","Food insecurity","Mediator",4,916,261,0.284934497816594
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","GOVG","No government grant receipt","Mediator",5,916,542,0.591703056768558
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","SCHL","School disengagement","Mediator",8,916,246,0.268558951965068
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","SCSP","Low social support","Mediator",7,916,94,0.102620087336245
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 7","VLNC","Violence exposure","Mediator",6,916,247,0.269650655021834
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","DNKA","Alcohol use","Mediator",2,312,104,0.333333333333333
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","DPBN","Depression","Outcome",1,311,13,0.0418006430868167
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","ESXC","Ever had sexual intercourse","Mediator",3,306,84,0.274509803921569
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","FDSC","Food insecurity","Mediator",4,312,58,0.185897435897436
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","GOVG","No government grant receipt","Mediator",5,312,173,0.55448717948718
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","SCHL","School disengagement","Mediator",8,312,48,0.153846153846154
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","SCSP","Low social support","Mediator",7,312,37,0.118589743589744
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 8","VLNC","Violence exposure","Mediator",6,312,94,0.301282051282051
